icao,"name",lat,lon,runways,ils
35I,"Gordin",39.83283749,-83.56714389,1,0
35II,"Brown",41.54227138,-85.84193806,1,0
35IN,"Ellison",40.2944825,-85.94248334,1,0
35K,"Henderson Farm",36.63308888,-99.1512125,1,0
35KS,"Selby Farm",37.53362888,-97.31171139,1,0
35KY,"Welcome Field",36.71115249,-86.63610695,1,0
35L,"Carriage Lane",42.46447888,-84.03495056,1,0
35LA,"Ms Pats",29.97445555,-92.17612778,1,0
35MI,"Law Field",42.63392444,-84.98582723,1,0
35NY,"Ciszak",42.51256138,-78.73530584,1,0
35OK,"Schumacher Field",35.50004944,-99.03564195,1,0
35OR,"Freight Wagon Field",44.19261972,-121.17947473,1,0
35Q,"Hunt Farms",37.34271805,-120.40352084,1,0
35R,"Hempstead",30.12160611,-96.086625,1,0
35S,"Wasco State",45.589444,-120.6741665,1,0
35TX,"Flying B Ranch Airstrip",32.48401222,-99.82564667,1,0
35W,"Southern Comforts Aerodrome",34.87127499,-78.96558445,1,0
35WA,"Fisher Ranch",46.74986666,-118.41775778,1,0
35WI,"Barker Strip",42.74557027,-88.43759695,1,0
36A,"York",35.03207944,-81.25277778,1,0
36CA,"Stone Land Co",36.1318085,-119.985421,1,0
36CN,"Blackwell Land Company Inc",35.6362515,-120.009025,1,0
36D,"Salem Lakefront",40.80783722,-80.84536028,1,0
36GA,"Lola Landing",33.73010944,-83.97463306,1,0
36I,"Kepes Flying Field",39.92363888,-83.66166667,1,0
36II,"Cliburn",39.84115416,-86.34860501,1,0
36IL,"Aeroview",41.97086,-88.49174834,1,0
36IN,"Peterson",41.53615666,-86.44390112,1,0
36IS,"Gillen",40.92642666,-90.73124834,1,0
36K,"Lakin",37.96986225,-101.2533325,2,0
36KS,"White Farms",37.47477805,-95.34358862,1,0
36M,"Table Rock",36.52867916,-93.67685889,1,0
36MI,"Tecumseh Products",42.0338855,-83.87944925,2,0
36MN,"Wagner Farm",46.67162777,-96.57535112,1,0
36MO,"Buell",39.36254055,-91.60849167,1,0
36NC,"Greensboro North",36.253611,-79.9080555,1,0
36NE,"Frevert Airstrip",42.51792689,-097.58284674,1,0
36NY,"Dew Airpark",42.23590055,-78.21167917,1,0
36OH,"Wrights Field",40.19034805,-81.97402389,1,0
36OI,"Verhoff",41.07310555,-84.21272334,1,0
36OK,"Jones Air Park",35.27229444,-96.88168612,1,0
36OR,"Jasper Ridge Airstrip",44.00333333,-122.88,1,0
36Q,"Flying M Ranch",37.23188694,-120.47879917,1,0
36S,"Happy Camp",41.79086300,-123.38895400,1,0
36TX,"Bevoni-flying B",33.72093888,-96.86139112,1,0
36U,"Heber City Muni Russ Mcdonald Fld",40.4818015,-111.4288045,1,0
36VA,"Fighting Creek Farm",37.51681555,-77.91388834,1,0
36W,"Martindale Executive Arpk",36.54458944,-78.14804973,1,0
36WI,"Holland Air Park",44.0322225,-91.299722,1,0
36X,"Woods And Lakes Airpark",29.12359027,-81.88702778,1,0
37CA,"Billy Joe",33.50697277,-117.07141778,1,0
37D,"Melby",46.10079361,-95.83143889,1,0
37F,"Munday Muni",33.4848165,-99.5861945,1,0
37FL,"Flying Harness Farms",29.71856916,-82.84456695,1,0
37GA,"Blue Bird Field",34.90035611,-84.77855056,1,0
37I,"Troy Skypark",39.99088666,-84.27050112,1,0
37II,"Winn Field",41.17559777,-86.37361612,1,0
37IL,"Lincoln-minder",40.13337611,-89.32509417,1,0
37IN,"Felix",40.2917025,-86.78028389,1,0
37K,"Falconhead",33.925964,-97.2963485,1,0
37KS,"Bar P Ranch",37.48197527,-96.33777806,1,0
37LA,"Wayne Brown",31.727665,-91.58289945,1,0
37LL,"Dale Curten Farm",38.04782944,-89.99705417,1,0
37M,"Hornersville Memorial",36.04173583,-90.150095,2,0
37MN,"Nagel And Schultz",44.58218555,-93.80162917,2,0
37MO,"Mayes Homestead",39.57500499,-94.18355362,1,0
37N,"Garrison Dam Recreational Airpark",47.48305472,-101.40877167,1,0
37ND,"Sunset Strip",47.23195611,-102.50907251,1,0
37NE,"Watermeier",40.60777805,-96.30778834,1,0
37OI,"Cole Airfield",40.82505694,-82.7968475,1,0
37OR,"Vey Sheep Ranch",45.09318666,-118.39883889,1,0
37PA,"Smoketown",40.04120944,-76.20134417,1,0
37R,"Johnnie Volk Field",29.36023416,-95.00992556,2,0
37S,"Fort Peck",48.00600605,-106.48096749,2,0
37T,"Calico Rock Izard Co",36.1657305,-92.145311,1,0
37TA,"Herradura Lodge",28.18972666,-98.91696778,1,0
37TS,"Skinner",32.99067416,-96.03997056,1,0
37TX,"Yates Field",31.32155416,-98.86560139,1,0
37V,"Arapahoe Muni",40.33671720,-099.90424561,1,0
37WA,"Baumann Farm Inc.",46.83181166,-118.46164806,1,0
37WI,"Docken Field",42.99110833,-89.75345612,1,0
37XS,"Lake Whitney Country Club",32.00015388,-97.41696001,1,0
38AZ,"Peabody Bedard Fld",36.471667,-110.417779,1,0
38B,"Ring Hill",44.79256833,-69.07032084,1,0
38C,"Cain Field",43.60002444,-85.49309889,1,0
38CA,"Cashen",35.691667,-119.48861,1,0
38D,"Salem Airpark Inc",40.9480465,-80.86200075,2,0
38F,"Triangle Ranch",34.02924555,-100.06843945,1,0
38G,"Stan Nowiki",42.79447416,-83.84995417,2,0
38I,"Weller",40.09116944,-83.68937223,1,0
38II,"Walnut Creek Field",39.65143361,-86.91112139,1,0
38IN,"Fuller Field",39.90198638,-86.36305084,1,0
38IS,"Winchester",40.58198583,-91.35848501,1,0
38J,"Hemingway Stuckey",33.7286415,-79.515968,1,0
38K,"Lucas",39.06195499,-98.52534417,1,0
38KS,"Savute",37.77779,-97.27754306,1,0
38LA,"Whiteville",30.78436194,-92.18234556,1,0
38M,"Davis Air Ranch",36.90422,-90.30149556,1,0
38MN,"Chandler Personal Use",47.41106416,-94.77249417,1,0
38MO,"Barber",39.2556025,-90.855685,1,0
38N,"Smyrna",39.30011166,-75.58714862,1,0
38ND,"Schroeder - Private",47.09803472,-97.40119973,1,0
38NE,"Boardman Aerial",40.75630520,-097.85118866,1,0
38NY,"Greenlawn Farm",42.54868194,-76.95801889,1,0
38OI,"Ronshausen",39.68506222,-83.07185195,1,0
38OR,"Holdana Field",42.20456416,-123.29144417,1,0
38PA,"Aerequus",40.39093861,-75.01405806,1,0
38PN,"Waisley",42.00005527,-80.16644667,1,0
38Q,"Moronis",39.10322611,-121.85024778,1,0
38S,"Deer Lodge City County",46.38875,-112.7669445,1,0
38U,"Wayne Wonderland",38.3624805,-111.596017,1,0
38V,"Arthur Municipal",41.56321191,-101.71330951,1,0
38WI,"Northport",44.38859166,-88.85260667,1,0
38XS,"San Rafael Ranch",26.8151945,-98.479278,1,0
39A,"Twin Cities",35.41722222,-94.32638889,1,0
39FD,"Ancient Oaks",29.72939166,-83.35347084,1,0
39G,"Rasor",43.0300275,-82.66936862,1,0
39II,"Miller Field",41.51477166,-85.55220612,1,0
39IL,"Mason",40.09393305,-89.36287362,1,0
39IN,"Roberts Field",40.00226833,-85.42886112,1,0
39IS,"Hagi Landing Area",41.11003333,-88.79562806,1,0
39K,"Pomona Lake",38.69195166,-95.68998389,1,0
39KS,"Rolling Meadows",38.78611722,-95.30747417,1,0
39MN,"Anthony - Private",47.0368775,-91.71045389,1,0
39MO,"Gardner",37.11866138,-93.20490584,2,0
39N,"Princeton",40.3990975,-74.6590095,1,0
39NE,"Mount Echo",41.53473472,-97.90089028,1,0
39OH,"Crosswind Meadows",40.81228083,-81.05509473,1,0
39OK,"Paradise Air Haven",35.11951222,-97.50031056,1,0
39P,"Strom Field",46.55038666,-122.26649306,1,0
39PA,"Gehris",40.31732666,-75.29045306,1,0
39PN,"Nelsons Run",41.21589166,-80.19756195,1,0
39R,"Flyin B",29.537735,-95.42382945,1,0
39S,"Hellinger",48.53832166,-111.49750084,3,0
39T,"Tripp Creek",43.06475277,-84.48915167,1,0
39TE,"Seminole Spraying Svc",32.7143765,-102.736733,2,0
39U,"Lucin",41.3663125,-113.84306362,2,0
39V,"Packard Ranch",41.43332111,-101.68378584,1,0
39W,"Bell Strip",34.99543555,-77.25773334,1,0
39WA,"Tailskid Ranch",47.84975137,-117.78379409,1,0
39WI,"S & S Ranch",43.48469805,-90.61985195,1,0
39Z,"Flying-a-ranch",43.10501861,-86.1236625,1,0
3A0,"Grove Hill Municipal",31.68932388,-87.7613875,1,0
3A1,"Folsom Fld",34.268701,-86.858039,1,0
3A2,"New Tazewell Municipal",36.4099985,-83.555557,1,0
3A4,"Southeast Greensboro",35.941943,-79.6855545,1,0
3A7,"Eutaw Muni",32.8209725,-87.8625,1,0
3A8,"Stinson Field Municipal",33.85122472,-88.58754556,1,0
3AE,"Ace Airpark",40.04587583,-85.66664278,1,0
3AK2,"Niklason Lake Estates",61.62768415,-149.28779862,1,0
3AK3,"Songlo Vista",62.56427755,-150.22068018,1,0
3AK4,"Johnson",60.63248888,-151.34001334,1,0
3AK5,"Drift River",60.5888675,-152.16197723,1,0
3AK6,"B & B Boys Ranch",61.59279416,-149.26666862,1,0
3AK7,"Laub",61.76557666,-150.33890556,1,0
3AK8,"Boiselle's Strip",61.66307658,-149.39200625,1,0
3AK9,"Kogru River",70.5746425,-152.25878473,1,0
3AR,"Aretz",40.460189855,-86.83500715,2,0
3AU,"Augusta Muni",37.671632,-97.0778625,1,0
3AUS,"Mullumbimby Grass Strip",-28.576572,153.452606,1,0
3AZ2,"U Of A Maricopa Ag Center",33.08032888,-111.98347417,1,0
3AZ5,"Hualapai",35.572222,-113.2925,1,0
3AZ8,"High Mesa Airpark",32.76228916,-109.65341167,1,0
3B0,"Southbridge Muni",42.1011095,-72.038828,1,0
3B1,"Greenville Muni",45.463098,-69.55175125,2,0
3B3,"Sterling",42.42552900,-071.79518100,1,0
3B4,"Littlebrook Air Park",43.14305,-70.772078,1,0
3B5,"Twitchell",44.18895275,-70.23285625,2,0
3BB,"Big Beaver",42.56111722,-83.114477565,2,0
3BF,"Bergeon Field",42.56781388,-84.50803112,1,0
3BS,"Jack Barstow",43.66293825,-84.26161175,2,0
3C0,"De Motte",41.20698111,-87.21252973,1,0
3C1,"Mishawaka Pilots Club",41.65699305,-86.03472389,2,0
3C2,"Shenk",41.30699333,-85.17913945,1,0
3C3,"Reid-eash",41.70282833,-85.41942445,1,0
3C5,"Wheeler",41.18976333,-86.60695584,1,0
3C6,"H R Weisser",41.42338083,-85.84749278,1,0
3C8,"Calverton Executive Airpark",40.915175,-72.794368,2,0
3C9,"Wolfe Field",41.69143916,-85.59554167,1,0
3CA3,"Dixon",34.92219694,-119.52595723,1,0
3CA5,"Haws",36.94161305,-120.24266945,1,0
3CA7,"Metz",36.32829916,-121.18658834,1,0
3CA9,"Clark Ranch",36.36329833,-121.31020639,1,0
3CK,"Lake In The Hills",42.2068015,-88.3230015,1,0
3CL2,"Meadow Airstrip",40.15638888,-122.30194445,1,0
3CM,"James Clements Muni",43.54686325,-83.8956245,2,0
3CO0,"Sky Island Ranch",38.73748361,-108.0059,3,0
3CO1,"Cridler Field",38.84831638,-107.833395,1,0
3CO2,"Mertens",40.61748388,-103.33326834,1,0
3CO7,"Dietrichs",39.33248833,-104.56635862,1,0
3CU,"Cable Union",46.1953,-91.2485355,2,0
3D0,"Bender",40.6214475,-82.53377862,1,0
3D1,"Crivitz Municipal",45.21442,-88.07260528,2,0
3D2,"Ephraim-fish Creek",45.135357635,-87.185865625,2,0
3D5,"Avery Air Service",41.37616305,-83.69604612,1,0
3D6,"Bristol Airstrip",41.41505555,-80.88425445,1,0
3DA,"Dalton",43.05697166,-83.80690501,2,0
3DE,"Deiter",44.87914166,-98.39203778,2,0
3DW,"Downtown",37.222582,-93.248242,1,0
3E0,"Miami Roberts Co",35.71375,-100.602917,1,0
3EV,"Skylane",38.01670888,-87.59168362,1,0
3EX,"Excelsior Springs Memorial",39.33722722,-94.19772223,1,0
3F1,"Cone",33.81119333,-101.39626862,2,0
3F2,"Cisco Muni",32.416798,-99.000344,1,0
3F3,"C E Rusty Williams",32.072077,-93.765121,2,0
3F4,"Vivian",32.861332,-94.0101555,1,0
3F5,"Forest Hill",42.91225583,-84.67554389,2,0
3F6,"Dan E Richards Muni",34.027643,-100.282007,1,0
3F7,"Jones Mem",35.8068525,-96.4218555,1,0
3F9,"Mineola Wisener Fld",32.676683,-95.510804,1,0
3FD0,"Last Chance Ranch",27.02172194,-81.45118639,1,0
3FD4,"Florida Flying Gators",28.62777472,-81.802855,2,0
3FD6,"Tradewinds Aerodrome",28.76415833,-80.85394251,1,0
3FK,"Franklin Flying Field",39.42643888,-86.05832195,1,0
3FM,"Fremont Muni",43.440341,-85.99416525,2,0
3FU,"Faulkton Muni",45.0303475,-99.112607,1,0
3G1,"Erie Co",42.0445,-79.8539375,1,0
3G2,"Grygla Muni Mel Wilkens Fld",48.2966665,-95.627222,1,0
3G3,"Wadsworth Muni",41.00374231,-081.75603734,2,0
3G4,"Ashland Co",40.90228192,-082.25720350,1,0
3G5,"Dawson Aaf",39.4500915,-79.6664445,1,0
3G6,"Tri City",40.9060015,-81.000018,1,0
3G9,"Butler Farm Show",40.85256444,-79.97477973,1,0
3GA0,"Grant",33.5275,-84.15694445,1,0
3GA1,"Prattsburg",32.72513777,-84.35825112,1,0
3GA3,"Treadwell",33.79805555,-85.13305556,1,0
3GA5,"Diamond R Ranch",33.63705388,-84.93883,1,0
3GA8,"Cauleys Airstrip",32.32944444,-82.63500001,1,0
3GA9,"Vintage Fld",33.13345555,-84.37742278,1,0
3GE3,"Broad River Air Park",34.4119445,-83.1841665,1,0
3GM,"Grand Haven Mem Airpark",43.0340035,-86.1989055,2,0
3GN,"Grundman",40.65916805,-95.86277945,1,0
3GV,"East Kansas City",39.014914,-94.21442975,2,0
3H2,"Koenig",39.05504722,-90.34205834,1,0
3H4,"Hillsboro Muni",47.3594445,-97.0604165,1,0
3H6,"Dale A. Klassing",39.81671361,-91.03346889,1,0
3H8,"Sies Landing Area",39.18338111,-89.70009195,1,0
3H9,"Park",39.65977222,-89.88760528,1,0
3HO,"Hobart Sky Ranch",41.5559,-87.263922,1,0
3I0,"Riverside",39.98617861,-81.98374612,1,0
3I1,"Elwood",40.25281666,-85.83331278,2,0
3I2,"Mason Co",38.914635,-82.0985795,1,0
3I3,"Sky King",39.54742175,-87.37771475,2,0
3I4,"Richwood Muni",38.258333,-80.6505555,1,0
3I7,"Phillipsburg",39.913278,-84.4004125,1,0
3I9,"Buckeye Executive",39.96170708,-82.54065764,1,0
3IA1,"Whites",41.96082138,-93.11992389,1,0
3IA4,"Robinson",41.53193722,-95.94195556,1,0
3IA5,"Kerr",42.87720861,-95.882515,1,0
3IA9,"Rake",43.47578861,-93.90717417,1,0
3II1,"Shenandoah Flying Fld",39.41671305,-86.63583501,1,0
3II2,"Fifer Field",38.21282361,-87.91947501,1,0
3II3,"Basting",41.08699333,-84.84107362,1,0
3II5,"Stout Field",41.08392888,-86.77334806,1,0
3II8,"Birkey - Private",41.44226861,-86.26111639,1,0
3II9,"Dicks Strip",41.09727,-85.24219528,1,0
3IL2,"Sweedler",41.41225333,-88.04866612,1,0
3IL5,"Earls Air Park",41.6791975,-90.07873084,1,0
3IL7,"Home Free",41.8033625,-89.02175889,1,0
3IN1,"Dangerous Field",38.35340083,-85.69968473,1,0
3IN2,"Dupouy",40.41920527,-85.85609306,1,0
3IN3,"Carlson Farm",41.52309333,-87.16392195,1,0
3IN4,"Johnson",40.77504611,-85.33886112,1,0
3IN5,"Mishler Landing Strip",41.08643388,-85.68220612,1,0
3IN6,"Sarver Field",37.94115916,-87.15472223,1,0
3IN7,"Bopser Field",41.62671527,-86.07222445,1,0
3IS2,"Earp",40.740595,-90.66957834,1,0
3IS4,"Merkle Engineers",42.28890305,-90.34540612,1,0
3IS5,"Holmes",39.68449527,-89.59870723,1,0
3IS7,"Foote",41.08670055,-89.09591528,1,0
3IS9,"Wright",40.44447805,-88.40838862,1,0
3J0,"Hampton Varnville",32.8677775,-81.083332,1,0
3J1,"Ridgeland",32.492686,-80.9923305,1,0
3J4,"Bald Eagle Air Park",34.91009527,-89.95925667,1,0
3J5,"Eden Field",31.41272388,-81.43732417,1,0
3J6,"Davis Field",30.79745472,-82.02761556,1,0
3J7,"Greene Co Rgnl",33.597671,-83.138996,1,0
3J8,"Crystal Lake Airpark",31.66546111,-83.44710556,1,0
3J9,"Prater Ranch",33.84345722,-82.47901834,1,0
3JC,"Freeman Fld",39.0429446666667,-96.8427361666667,3,0
3K2,"Howell",39.54448138,-88.75757056,1,0
3K3,"Syracuse Hamilton Co Muni",37.99167425,-101.74626675,2,0
3K4,"Hillsboro Municipal",39.14449138,-89.45703056,1,0
3K5,"Hull",39.71643499,-91.21125334,1,0
3K6,"St Louis Metro East Shafer Field",38.7328985,-89.8065625,1,0
3K7,"Mark Hoard Mem",38.45756975,-101.3554135,2,0
3K8,"Comanche Co",37.2228975,-99.332,1,0
3K9,"Mc Leansboro",38.07421444,-88.53755195,1,0
3KK,"Kankakee",41.10003222,-87.91671,2,0
3KS1,"Mesa Verde",39.15555388,-95.74331667,1,0
3KS3,"Rogers",37.40002111,-97.19198612,1,0
3KS4,"Eveleigh Farms",37.76779361,-101.43461612,1,0
3KS5,"High Point",37.85001194,-97.35031945,1,0
3KS7,"Berwick",37.82917861,-97.34893112,1,0
3KS8,"Reed-wilsonton",37.25645361,-95.33358362,1,0
3L2,"Sky Ranch",35.79767975,-115.62596325,2,0
3LA0,"Harrington Flying Service",29.91965222,-92.24735112,1,0
3LA1,"Wilder",30.55853277,-92.80431334,1,0
3LA3,"La Coste Construction Co",30.50241166,-91.24288695,1,0
3LA4,"Little Pecan Island",29.8002175,-92.80014334,1,0
3LA6,"Morgan Crop Service Nr 2",30.13770805,-93.07931917,1,0
3LA8,"Open A-1 Ranch",30.13854166,-93.22793139,1,0
3LA9,"Morgan Crop Service",30.22937333,-93.08848473,1,0
3LF,"Litchfield Muni",39.16255075,-89.67467025,2,0
3LL0,"Miller",42.49168111,-89.09594389,1,0
3LL2,"Hughes Rla",41.05559194,-89.47092417,1,0
3LL4,"Pillow Hill",42.44724166,-88.20147612,1,0
3LL5,"Richardson Field",42.46446361,-88.23425556,1,0
3LL9,"Wilbur Thompson",41.80725166,-89.04787056,1,0
3M0,"Gastons",36.34867861,-92.55710751,1,0
3M2,"Double Springs Winston Co",34.1445835,-87.327778,1,0
3M4,"Epps Airpark",34.86481027,-86.77027751,1,0
3M5,"Moontown",34.7473125,-86.4613775,1,0
3M7,"Lafayette Muni",36.5183805,-86.0582805,1,0
3M8,"North Pickens",33.386753,-88.006579,1,0
3M9,"Warren Muni",33.5604445,-92.0853875,1,0
3MA2,"Baines",42.31619861,-73.03204612,1,0
3MA5,"Westport",41.54315944,-71.03531806,1,0
3MD0,"Faux-burhans",39.34815861,-77.33609556,1,0
3MD4,"Fairview",38.97761111,-76.63940973,1,0
3MD5,"Hidden Hills",38.62122666,-75.84132334,1,0
3MD6,"West St Marys",38.18901472,-76.44689612,1,0
3MD8,"Pokety",38.61234138,-76.17105445,1,0
3MI0,"Doss Field",43.93696472,-85.02197556,1,0
3MI2,"South Fox Island",45.39916111,-85.83008056,1,0
3MI3,"L D Ranch",42.55114444,-84.09828889,1,0
3MI5,"Innes Acres",43.45002055,-83.02771917,1,0
3MI7,"Willie Run",42.82919583,-83.36855334,2,0
3MN1,"Stahlberg-mohr",47.44854027,-92.64490584,1,0
3MN3,"Honker Flats",48.53886166,-95.95195028,1,0
3MN5,"Little Rock Rock Port",45.72302111,-94.19388167,1,0
3MN7,"Haven",45.489965,-94.12137584,1,0
3MN8,"Aysta Field",45.52274305,-94.12276528,1,0
3MO2,"Ultra Flight Airpark",38.69087944,-91.34099139,1,0
3MO4,"Penman",36.4505555,-89.6280555,1,0
3MO5,"Nimsick",37.12811472,-94.21611112,1,0
3MO6,"Kitty Hawk Estates",39.33555666,-94.48356306,1,0
3MO7,"Fairbanks",40.08332722,-94.61690612,1,0
3MO8,"Fizzle Ridge",40.03193972,-94.53773612,1,0
3MS1,"Thomas Field",34.80583333,-89.46091667,1,0
3MS2,"Thunderfoot Ranch",31.07905555,-90.02841667,1,0
3MY,"Mt Hawley Auxiliary",40.7952735,-89.613407,1,0
3N0,"Namorik",5.631667,168.125,1,0
3N1,"Maloelap Atoll",8.708333,171.233333,1,0
3N5,"Newton",41.02731944,-74.75849834,1,0
3N6,"Old Bridge",40.32820648,-074.35012049,1,0
3N7,"Pemberton",39.98205722,-74.69265889,1,0
3N9,"Alamo Navajo",34.36283722,-107.49559667,1,0
3NA0,"Erickson",47.41665388,-97.51147917,1,0
3NA2,"Lorentzen",47.30277166,-101.06709223,1,0
3NA3,"Folk - Private",47.20193944,-101.25209723,1,0
3NA4,"Sadowsky Strip",47.05834472,-102.77823917,1,0
3NA6,"Risovi Ranch Strip",47.77055916,-99.46179223,1,0
3NA8,"Weninger Airstrip",47.85779111,-102.56713028,1,0
3NC0,"Clyde Valley",35.69040611,-81.71231917,1,0
3NC1,"Welborn Farm",36.20541444,-80.65839667,1,0
3NC3,"Tucker Field",35.24694444,-80.4075,1,0
3NC4,"Knapp",35.05348305,-80.40895334,1,0
3NC5,"Flying Bj",35.81222222,-81.07,1,0
3NC6,"Mc Cachren Field",35.31180833,-80.64423473,1,0
3NC7,"Maxwell",36.51929527,-81.13675334,1,0
3NC8,"Stephenson Farms",36.44070805,-77.45914084,1,0
3NC9,"Womble Field",35.87514444,-79.08723389,1,0
3ND1,"Virgil Rott - Private",46.60553277,-98.77954723,1,0
3ND3,"Palensky Private Landing Strip",46.05413472,-98.02954695,1,0
3ND5,"Gage Flying Farmer",47.06109111,-97.77121334,1,0
3ND8,"Rubbert Aerial",48.66279083,-100.83042389,1,0
3NE2,"Phillips - Private",42.32773944,-103.19353584,2,0
3NE3,"Wells",40.50960898,-099.31678386,1,0
3NE6,"Burkinshaw Fld",42.97088945,-099.27083748,2,0
3NE7,"Pawlet Ranch",41.82914638,-102.34269223,1,0
3NE9,"Phelps",41.04472026,-103.06839506,1,0
3NJ5,"Mock",40.53343638,-74.91627806,1,0
3NJ6,"Inductotherm",40.0149985,-74.8430555,1,0
3NJ9,"Westbrook Valley",41.07787416,-74.32737278,1,0
3NK0,"Mc Kinney",43.20311583,-77.90251167,1,0
3NK4,"Laska",42.02783583,-79.19421445,1,0
3NK5,"Hansen Farms Landing Strip",42.82173305,-77.08719362,1,0
3NK6,"Tuscarora Plateau",42.63700805,-77.88389056,1,0
3NO,"North Omaha",41.36951679,-096.02346079,2,0
3NP,"Napoleon",42.17087166,-84.25967334,2,0
3NY0,"C4c",42.82729638,-74.40402334,1,0
3NY3,"De Ronda",42.859795,-74.82431584,1,0
3NY4,"Di Stefano Airpark",42.92201694,-74.62680917,1,0
3NY5,"Luke",42.02368638,-75.95714139,1,0
3NY9,"Arsenaults Field",42.36257305,-76.42466028,1,0
3O1,"Gustine",37.26264,-120.963194,1,0
3O2,"Willis Ranch",37.06550083,-120.56685056,1,0
3O3,"Purcell Muni",34.98335,-97.382639,1,0
3O4,"Sayre Muni",35.1675515,-99.657897,1,0
3O8,"Harris Ranch",36.2480075,-120.23764445,1,0
3O9,"Grand Lake Rgnl",36.57695,-94.861814,1,0
3OH1,"Morningstar North",39.69727555,-84.54272778,1,0
3OH3,"Pelz Field",39.98394888,-83.61325751,1,0
3OH4,"Riceland Aerodrome",41.60394333,-80.58979667,1,0
3OH5,"Spires",38.80396166,-83.40713306,1,0
3OH6,"Youngpeter",40.78333333,-84.36777778,1,0
3OH7,"Creager",39.03006472,-84.04659945,1,0
3OH8,"Winkler",40.70226916,-84.76440639,1,0
3OI0,"Hillcrest",40.16089638,-82.62433306,1,0
3OI1,"Pheasant Run",41.21144194,-82.15376362,1,0
3OI6,"Vogel Airpark",40.96116638,-82.37072028,1,0
3OK0,"Valley",34.705,-96.57666667,1,0
3OK1,"Okarche",35.73004611,-97.96699639,1,0
3OK2,"Hopcus Farms",35.59200305,-97.32781278,1,0
3OK7,"Double W",36.24175222,-96.13417195,1,0
3OK8,"Flying G Ranch",36.11674916,-96.23361806,2,0
3OL8,"Harrison",36.877779,-95.1491665,1,0
3OR1,"Cubehole",44.36456861,-122.95842112,1,0
3OR2,"Maxwell - Private",45.31235722,-117.9585475,1,0
3OR8,"Cline Falls Air Park",44.28317444,-121.26920306,1,0
3OR9,"Murphy Ranch",43.95738027,-118.13241667,1,0
3P3,"Mott Muni",46.359722,-102.323054,1,0
3PA0,"Horst",40.38342416,-76.46635195,1,0
3PA1,"Kruger",40.30009166,-76.51635584,1,0
3PA2,"Neeb",40.88064638,-75.63574362,1,0
3PA4,"Giffin",41.77785305,-76.13715056,1,0
3PA6,"Fox Hollow",40.99341805,-76.90024251,1,0
3PA8,"Harris",39.82038583,-75.92577806,1,0
3PA9,"Moyer",40.2967725,-75.24795223,2,0
3PN0,"Schulteis",39.96037055,-77.25915001,1,0
3PN1,"Ashlawn",41.62202472,-75.59629778,1,0
3PN2,"Karlindo",39.75898472,-77.34748723,1,0
3PN3,"Countryside",41.28369222,-76.03520167,1,0
3PN6,"Gravel Run",41.75005638,-80.08311167,1,0
3PN9,"Phil Cain Memorial Ultralight",40.441775,-79.5500778,1,0
3Q0,"Mina",38.38325833,-118.10095139,1,0
3Q9,"Chp Academy",38.59879388,-121.56051195,2,0
3R2,"Le Gros Mem",30.16103875,-92.4848595,2,0
3R4,"Hart",31.54509975,-93.48771675,2,0
3R7,"Jennings",30.2423138333333,-92.671807,3,0
3R9,"Lakeway Airpark",30.357493,-97.9944685,1,0
3RC,"Roscommon Conservation",44.474527,-84.5671485,2,0
3S0,"Wirkkala",46.356215,-123.81459362,1,0
3S4,"Illinois Valley",42.1036,-123.682415,1,0
3S5,"Schiffer Acres",43.03586277,-84.43387,1,0
3S6,"Toketee State",43.22618100,-122.42861900,1,0
3S7,"Nehalem Bay State",45.69816166,-123.92985667,1,0
3S8,"Grants Pass",42.50969700,-123.38943500,1,0
3S9,"Condon State Pauling Fld",45.246567,-120.1664515,1,0
3SC4,"Crooked Fence Farm",34.771943,-81.987778,1,0
3SQ,"St Charles",38.8489533333333,-90.4999453333333,3,0
3SY,"Speedway",39.799141,-86.3571095,2,0
3T0,"Gordonville-cedar Mills",33.83710479,-096.81478115,1,0
3T3,"Boyceville Municipal",45.0439555,-92.021329,1,0
3T4,"Mustang Field",33.53010833,-96.9075,1,0
3T5,"Fayette Rgnl Air Cntr",29.907978,-96.9500125,1,0
3T6,"Gum Island",29.95160777,-94.90436917,1,0
3T7,"Pavlat",30.02105055,-94.94603695,1,0
3T9,"Pinoak",30.10577055,-94.95881584,1,0
3TA,"Stafford Municipal",37.95834833,-98.65036195,3,0
3TA0,"Four Square Ranch",30.0965275,-100.404167,1,0
3TA1,"Wolfe Air Park",29.47995805,-95.32715945,1,0
3TA2,"Clark Sky Ranch",29.7366225,-96.06412501,1,0
3TA4,"Tin Top Ranch",31.48583333,-98.97611112,1,0
3TA5,"Cts Stacy",30.133539,-98.3836305,1,0
3TA6,"Spring Ranch",29.5418945,-100.2531305,1,0
3TA7,"Jim Sears",33.14372833,-97.80447806,1,0
3TA8,"Picosa Ranch",28.7197,-100.05450667,1,0
3TA9,"Chacon Creek Ranch",28.70858916,-100.00728223,1,0
3TE,"Al Meyers",42.025001245,-83.939195825,2,0
3TE3,"Big Bend Ranch State Park",29.469633,-103.936583,1,0
3TN0,"Indian Springs",36.53527777,-82.43055556,1,0
3TN4,"Kenner Farm",35.88092,-83.72711862,1,0
3TN6,"Wilson Field",35.096755,-89.28062556,1,0
3TN8,"Massingale",35.7639675,-84.18741473,1,0
3TN9,"Holenthawall",36.61333333,-86.81027778,1,0
